id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,individualCount,sex,lifeStage,occurrenceStatus,eventID,eventDate,eventTime,habitat,samplingProtocol,waterBody,country,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,identificationQualifier,typeStatus,identifiedBy,dateIdentified,identificationReferences,scientificNameID,ScientificName
IO/SS/AST/00019,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00019,IO/SS/AST/00019,2,Female,Adult,present,27923,02-09-2010,07:57:00,Benthic,Expo model trawl,Bay of Bengal,India,"South off Visakhapatnam, Andhra Pradesh",567,567,17.12,83.39,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C., Chan T.-Y.; Kumar A.B. (2020) A new clawed lobster of the genus?Nephropsis?Wood-Mason, 1872 (Crustacea: Decapoda: Nephropidae) from the Indonesian deep-sea cruise, SJADES 2018.?Raffles Bulletin of Zoology,?68: 50-55.",urn:lsid:marinespecies.org:taxname:241294,Nephropsis carpenteri
IO/SS/AST/00020,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00020,IO/SS/AST/00020,10,Male,Adult,present,28015,17-09-2010,10:30:00,Benthic,Expo model trawl,Andaman Sea,India,East off Middle Andaman Island,323,323,12.81,93.08,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C., Chan T.-Y.; Kumar A.B. (2020) A new clawed lobster of the genus?Nephropsis?Wood-Mason, 1872 (Crustacea: Decapoda: Nephropidae) from the Indonesian deep-sea cruise, SJADES 2018.?Raffles Bulletin of Zoology,?68: 50-55.",urn:lsid:marinespecies.org:taxname:1434135,Nephropsis rahayuae
IO/SS/AST/00021,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00021,IO/SS/AST/00021,2,Female,Adult,present,28015,17-09-2010,10:30:00,Benthic,Expo model trawl,Andaman Sea,India,East off Middle Andaman Island,323,323,12.81,93.08,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C., Chan T.-Y.; Kumar A.B. (2020) A new clawed lobster of the genus?Nephropsis?Wood-Mason, 1872 (Crustacea: Decapoda: Nephropidae) from the Indonesian deep-sea cruise, SJADES 2018.?Raffles Bulletin of Zoology,?68: 50-55.",urn:lsid:marinespecies.org:taxname:1434135,Nephropsis rahayuae
IO/SS/AST/00022,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00022,IO/SS/AST/00022,1,Female,Adult,present,28016,15-09-2010,14:32:00,Benthic,Expo model trawl,Andaman Sea,India,East off Little Andaman Island,213,213,10.9,93.07,?stewarti,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:106864,Nephropsis
IO/SS/AST/00023,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00023,IO/SS/AST/00023,1,Male,Adult,present,349II10,14-04-2016,08:00:00,Benthic,HSDT (CV),Bay of Bengal,India,"Southwest off Rutland Island, Andamans",520,520,11.19,92.34,,,"Vinay P. Padate, CMLRE",10-01-2021,"Macpherson E. (1990) Crustacea Decapoda: On a collection of Nephropidae from the Indian Ocean and Western Pacific. In: Crosnier, A. (Ed.) R?sultats des Campagnes MUSORSTOM 6.?M?moires du Mus?um national d'Histoire naturelle. S?rie A, Zoologie,?145: 289-329.",urn:lsid:marinespecies.org:taxname:220230,Metanephrops andamanicus
IO/SS/AST/00024,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00024,IO/SS/AST/00024,1,Male,Adult,present,28037,24-09-2010,08:08:00,Benthic,Expo model trawl,Bay of Bengal,India,Southwest off Great Nicobar Island,271,271,6.64,93.68,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00025,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00025,IO/SS/AST/00025,1,Male,Adult,present,28038,24-09-2010,20:30:00,Benthic,Expo model trawl,Bay of Bengal,India,Northwest off Little Nicobar Island,567,567,7.52,93.4,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00026,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00026,IO/SS/AST/00026,3,Male,Adult,present,29115,07-11-2011,15:05:00,Benthic,HSDT (CV),Bay of Bengal,India,"Southeast off Nagapattinam, Tamil Nadu",676,676,10.73,80.64,?stewarti,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:106864,Nephropsis
IO/SS/AST/00027,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00027,IO/SS/AST/00027,7,Male,Adult,present,29116,08-11-2011,15:05:00,Benthic,Expo model trawl,Bay of Bengal,India,"East off Karaikal, Pondicherry",654,654,10.92,80.36,?stewarti,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:106864,Nephropsis
IO/SS/AST/00028,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00028,IO/SS/AST/00028,4,Female,Adult,present,29116,08-11-2011,15:05:00,Benthic,Expo model trawl,Bay of Bengal,India,"East off Karaikal, Pondicherry",654,654,10.92,80.36,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00029,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00029,IO/SS/AST/00029,1,Male,Adult,present,292I06,22-11-2011,10:15:00,Benthic,HSDT (CV),Bay of Bengal,India,"Southwest off Rutland Island, Andamans",526,526,11.16,92.39,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00030,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00030,IO/SS/AST/00030,1,Female,Adult,present,292I06,22-11-2011,10:15:00,Benthic,HSDT (CV),Bay of Bengal,India,"Southwest off Rutland Island, Andamans",526,526,11.16,92.39,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00031,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00031,IO/SS/AST/00031,5,Male,Adult,present,292I34,27-11-2011,14:45:00,Benthic,HSDT (CV),Andaman Sea,India,East off North Andaman Island,299,299,13.22,93.18,?rahayuae,,"Vinay P. Padate, CMLRE",12-01-2021,"Chang S.-C., Chan T.-Y.; Kumar A.B. (2020) A new clawed lobster of the genus?Nephropsis?Wood-Mason, 1872 (Crustacea: Decapoda: Nephropidae) from the Indonesian deep-sea cruise, SJADES 2018.?Raffles Bulletin of Zoology,?68: 50-55.",urn:lsid:marinespecies.org:taxname:106864,Nephropsis
IO/SS/AST/00032,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00032,IO/SS/AST/00032,1,Male,Adult,present,292II83,10-12-2011,14:45:00,Benthic,HSDT (CV),Bay of Bengal,India,West off Great Nicobar Island,337,337,6.84,93.05,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00033,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00033,IO/SS/AST/00033,2,Female,Adult,present,31810,26-08-2013,09:40:00,Benthic,Expo model trawl,Arabian Sea,India,"Southwest off Kasaragod, Kerala",326,326,12.1,74.32,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C., Chan T.-Y.; Kumar A.B. (2020) A new clawed lobster of the genus?Nephropsis?Wood-Mason, 1872 (Crustacea: Decapoda: Nephropidae) from the Indonesian deep-sea cruise, SJADES 2018.?Raffles Bulletin of Zoology,?68: 50-55.",urn:lsid:marinespecies.org:taxname:241294,Nephropsis carpenteri
IO/SS/AST/00034,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00034,IO/SS/AST/00034,1,Male,Adult,present,334I11,11-01-2015,12:24:00,Benthic,HSDT (CV),Bay of Bengal,India,"West off Rutland Island, Andamans",535,535,11.35,92.39,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00035,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00035,IO/SS/AST/00035,1,Female,Adult,present,334I11,11-01-2015,12:24:00,Benthic,HSDT (CV),Bay of Bengal,India,"West off Rutland Island, Andamans",535,535,11.35,92.39,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00036,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00036,IO/SS/AST/00036,2,Male,Adult,present,334I16,18-01-2015,09:47:00,Benthic,HOT model net,Bay of Bengal,India,West off North Andaman Island,388,390,13.03,92.17,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C., Chan T.-Y.; Kumar A.B. (2020) A new clawed lobster of the genus?Nephropsis?Wood-Mason, 1872 (Crustacea: Decapoda: Nephropidae) from the Indonesian deep-sea cruise, SJADES 2018.?Raffles Bulletin of Zoology,?68: 50-55.",urn:lsid:marinespecies.org:taxname:1434135,Nephropsis rahayuae
IO/SS/AST/00037,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00037,IO/SS/AST/00037,1,Male,Adult,present,28016,15-09-2010,14:32:00,Benthic,Expo model trawl,Andaman Sea,India,East off Little Andaman Island,213,213,10.9,93.07,,,"Vinay P. Padate, CMLRE",12-01-2021,"Chang S.-C., Chan T.-Y.; Kumar A.B. (2020) A new clawed lobster of the genus?Nephropsis?Wood-Mason, 1872 (Crustacea: Decapoda: Nephropidae) from the Indonesian deep-sea cruise, SJADES 2018.?Raffles Bulletin of Zoology,?68: 50-55.",urn:lsid:marinespecies.org:taxname:1434135,Nephropsis rahayuae
IO/SS/AST/00038,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00038,IO/SS/AST/00038,1,Female,Adult,present,28016,15-09-2010,14:32:00,Benthic,Expo model trawl,Andaman Sea,India,East off Little Andaman Island,213,213,10.9,93.07,,,"Vinay P. Padate, CMLRE",12-01-2021,"Chang S.-C., Chan T.-Y.; Kumar A.B. (2020) A new clawed lobster of the genus?Nephropsis?Wood-Mason, 1872 (Crustacea: Decapoda: Nephropidae) from the Indonesian deep-sea cruise, SJADES 2018.?Raffles Bulletin of Zoology,?68: 50-55.",urn:lsid:marinespecies.org:taxname:1434135,Nephropsis rahayuae
IO/SS/AST/00039,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00039,IO/SS/AST/00039,2,Male,Adult,present,334II02A,26-01-2015,12:12:00,Benthic,HOT model net,Bay of Bengal,India,Northwest off Little Andaman island,402,402,10.86,92.19,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00040,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00040,IO/SS/AST/00040,1,Male,Adult,present,334II13A,01-02-2015,11:32:00,Benthic,HOT model net,Bay of Bengal,India,West off Great Nicobar Island,338,338,6.83,93.76,,,"Vinay P. Padate, CMLRE",12-01-2021,"Chang S.-C., Chan T.-Y.; Kumar A.B. (2020) A new clawed lobster of the genus?Nephropsis?Wood-Mason, 1872 (Crustacea: Decapoda: Nephropidae) from the Indonesian deep-sea cruise, SJADES 2018.?Raffles Bulletin of Zoology,?68: 50-55.",urn:lsid:marinespecies.org:taxname:1434135,Nephropsis rahayuae
IO/SS/AST/00041,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00041,IO/SS/AST/00041,1,Male,Adult,present,349II07,11-04-2016,07:13:00,Benthic,HSDT (CV),Andaman Sea,India,East off North Andaman Island,332,332,13.24,93.17,,,"Vinay P. Padate, CMLRE",12-01-2021,"Chang S.-C., Chan T.-Y.; Kumar A.B. (2020) A new clawed lobster of the genus?Nephropsis?Wood-Mason, 1872 (Crustacea: Decapoda: Nephropidae) from the Indonesian deep-sea cruise, SJADES 2018.?Raffles Bulletin of Zoology,?68: 50-55.",urn:lsid:marinespecies.org:taxname:1434135,Nephropsis rahayuae
IO/SS/AST/00042,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00042,IO/SS/AST/00042,2,Female,Adult,present,37204,27-02-2018,15:29:00,Benthic,HSDT (CV),Arabian Sea,India,"Northwest off Panaji, Goa",691,691,15.66,72.68,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C., Chan T.-Y.; Kumar A.B. (2020) A new clawed lobster of the genus?Nephropsis?Wood-Mason, 1872 (Crustacea: Decapoda: Nephropidae) from the Indonesian deep-sea cruise, SJADES 2018.?Raffles Bulletin of Zoology,?68: 50-55.",urn:lsid:marinespecies.org:taxname:241294,Nephropsis carpenteri
IO/SS/AST/00043,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00043,IO/SS/AST/00043,1,Female,Adult,present,39110,08-11-2019,08:30:00,Benthic,Chain dredge,Bay of Bengal,India,"Northeast off Chennai, Tamil Nadu",458,458,13.37,80.65,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C., Chan T.-Y.; Kumar A.B. (2020) A new clawed lobster of the genus?Nephropsis?Wood-Mason, 1872 (Crustacea: Decapoda: Nephropidae) from the Indonesian deep-sea cruise, SJADES 2018.?Raffles Bulletin of Zoology,?68: 50-55.",urn:lsid:marinespecies.org:taxname:241294,Nephropsis carpenteri
IO/SS/AST/00044,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00044,IO/SS/AST/00044,1,Female,Adult,present,39211,29-11-2019,11:30:00,Benthic,Chain dredge,Bay of Bengal,India,"East off Puducherry, Pondicherry",433,433,11.96,80.15,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C., Chan T.-Y.; Kumar A.B. (2020) A new clawed lobster of the genus?Nephropsis?Wood-Mason, 1872 (Crustacea: Decapoda: Nephropidae) from the Indonesian deep-sea cruise, SJADES 2018.?Raffles Bulletin of Zoology,?68: 50-55.",urn:lsid:marinespecies.org:taxname:241294,Nephropsis carpenteri
IO/SS/AST/00045,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00045,IO/SS/AST/00045,12,Female,Adult,present,38002,01-01-2019,,Benthic,HSDT (CV),Arabian Sea,India,"Southwest off Vengurla, Maharashtra",766,766,15.76,72.36,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C., Chan T.-Y.; Kumar A.B. (2020) A new clawed lobster of the genus?Nephropsis?Wood-Mason, 1872 (Crustacea: Decapoda: Nephropidae) from the Indonesian deep-sea cruise, SJADES 2018.?Raffles Bulletin of Zoology,?68: 50-55.",urn:lsid:marinespecies.org:taxname:241294,Nephropsis carpenteri
IO/SS/AST/00046,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00046,IO/SS/AST/00046,4,Male,Adult,present,39801,29-02-2020,11:45:00,Benthic,Expo model trawl,Arabian Sea,India,"Southwest off Trivandrum, Kerala",610,610,8.24,76.49,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00047,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00047,IO/SS/AST/00047,3,Female,Adult,present,39801,29-02-2020,11:45:00,Benthic,Expo model trawl,Arabian Sea,India,"Southwest off Trivandrum, Kerala",610,610,8.24,76.49,,,"Vinay P. Padate, CMLRE",11-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00048,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00048,IO/SS/AST/00048,1,Male,Adult,present,28103,15-10-2010,11:39:00,Benthic,HSDT (CV),Arabian Sea,India,"West off Honnavar, Karnataka",214,214,14.26,73.26,,,"Vinay P. Padate, CMLRE",15-01-2021,"Macpherson E. (1990) Crustacea Decapoda: On a collection of Nephropidae from the Indian Ocean and Western Pacific. In: Crosnier, A. (Ed.) R?sultats des Campagnes MUSORSTOM 6.?M?moires du Mus?um national d'Histoire naturelle. S?rie A, Zoologie,?145: 289-329.",urn:lsid:marinespecies.org:taxname:246172,Nephropsis ensirostris
IO/SS/AST/00049,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00049,IO/SS/AST/00049,3,Male,Adult,present,36603,25-10-2017,09:00:00,Benthic,HSDT (CV),Arabian Sea,India,"Southwest off Trivandrum, Kerala",950,950,8.36,76.24,,,"Vinay P. Padate, CMLRE",15-01-2021,"Macpherson E. (1990) Crustacea Decapoda: On a collection of Nephropidae from the Indian Ocean and Western Pacific. In: Crosnier, A. (Ed.) R?sultats des Campagnes MUSORSTOM 6.?M?moires du Mus?um national d'Histoire naturelle. S?rie A, Zoologie,?145: 289-329.",urn:lsid:marinespecies.org:taxname:246172,Nephropsis ensirostris
IO/SS/AST/00050,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00050,IO/SS/AST/00050,1,Female,Adult,present,36603,25-10-2017,09:00:00,Benthic,HSDT (CV),Arabian Sea,India,"Southwest off Trivandrum, Kerala",950,950,8.36,76.24,,,"Vinay P. Padate, CMLRE",15-01-2021,"Macpherson E. (1990) Crustacea Decapoda: On a collection of Nephropidae from the Indian Ocean and Western Pacific. In: Crosnier, A. (Ed.) R?sultats des Campagnes MUSORSTOM 6.?M?moires du Mus?um national d'Histoire naturelle. S?rie A, Zoologie,?145: 289-329.",urn:lsid:marinespecies.org:taxname:246172,Nephropsis ensirostris
IO/SS/AST/00051,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00051,IO/SS/AST/00051,5,Male,Adult,present,28017,19-09-2010,15:40:00,Benthic,Expo model trawl,Bay of Bengal,India,Northwest off Middle Andaman Island,514,514,11.15,92.33,,,"Vinay P. Padate, CMLRE",18-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00052,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00052,IO/SS/AST/00052,6,Female,Adult,present,28017,19-09-2010,15:40:00,Benthic,Expo model trawl,Bay of Bengal,India,Northwest off Middle Andaman Island,514,514,11.15,92.33,,,"Vinay P. Padate, CMLRE",18-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00053,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00053,IO/SS/AST/00053,6,Male,Adult,present,28016,15-09-2010,14:32:00,Benthic,Expo model trawl,Andaman Sea,India,East off Little Andaman Island,213,213,10.9,93.07,,,"Vinay P. Padate, CMLRE",18-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00054,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00054,IO/SS/AST/00054,2,Female,Adult,present,28016,15-09-2010,14:32:00,Benthic,Expo model trawl,Andaman Sea,India,East off Little Andaman Island,213,213,10.9,93.07,,,"Vinay P. Padate, CMLRE",18-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00055,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00055,IO/SS/AST/00055,1,Female,Adult,present,29117,09-11-2011,08:56:00,Benthic,Expo model trawl,Bay of Bengal,India,"East off Puducherry, Pondicherry",777,777,11.91,80.14,,,"Vinay P. Padate, CMLRE",18-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00056,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00056,IO/SS/AST/00056,1,Male,Adult,present,292II90,13-12-2011,09:55:00,Benthic,HSDT (CV),Bay of Bengal,India,"Southwest off Katchal Island, Nicobars",395,395,7.75,93.21,,,"Vinay P. Padate, CMLRE",18-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00057,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00057,IO/SS/AST/00057,2,Female,Adult,present,292II90,13-12-2011,09:55:00,Benthic,HSDT (CV),Bay of Bengal,India,"Southwest off Katchal Island, Nicobars",395,395,7.75,93.21,,,"Vinay P. Padate, CMLRE",18-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00058,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00058,IO/SS/AST/00058,1,Female,Adult,present,334II02A,26-01-2015,12:12:00,Benthic,HOT model net,Bay of Bengal,India,Northwest off Little Andaman island,402,402,10.86,92.19,,,"Vinay P. Padate, CMLRE",18-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
IO/SS/AST/00059,CMLRE,voucher specimen collections,CMLRE,PreservedSpecimen,IO/SS/AST/00059,IO/SS/AST/00059,1,Male,Adult,present,349II08,11-04-2016,14:50:00,Benthic,HSDT (CV),Andaman Sea,India,"East off Henry Lawrence Island, Andamans",411,411,12.14,93.19,,,"Vinay P. Padate, CMLRE",18-01-2021,"Chang S.-C.; Chan T.-Y., Kumar A.B. (2020) Deep-sea clawed lobster Nephropsis stewarti Wood-Mason, 1872 species complex in the Indo-West Pacific (Crustacea, Decapoda, Nephropidae), with description of a new species.?ZooKeys,?1008: 37-60.",urn:lsid:marinespecies.org:taxname:220231,Nephropsis stewarti
